Run 1
0, 100000000, 0, 1, 0, 4, 5000
15.0, 1.042075127228877, 1, 1, 260.0, 4, 5000
23.0, 1.0235098748100202, 1, 1, 260.0, 7, 25000
127.0, 1.0329757110014124, 2, 1, 260.0, 7, 25000
477.0, 1.0400610464468467, 3, 1, 260.0, 7, 25000
486.0, 1.0543307158412576, 4, 1, 260.0, 7, 25000
498.0, 1.043464572673006, 5, 1, 260.0, 7, 25000
531.0, 1.0445416981577376, 6, 1, 260.0, 7, 25000
594.0, 1.0422170942361135, 7, 1, 260.0, 7, 25000
603.0, 1.0407295502167804, 8, 1, 260.0, 7, 25000
704.0, 1.040498127884019, 9, 1, 260.0, 7, 25000
730.0, 1.0399139524204473, 10, 1, 260.0, 7, 25000
766.0, 1.0405072789872492, 11, 1, 260.0, 7, 25000
776.0, 1.0394735559709283, 12, 1, 260.0, 7, 25000
776.0, 1.0394735559709283, 12, 1, 260.0, 7, 25000
1727.0, 1.0391681536586879, 12, 2, 260.0, 5, 15000
1741.0, 1.0405762766519138, 13, 2, 260.0, 5, 15000
1741.0, 1.0405762766519138, 13, 2, 260.0, 5, 15000
1846.0, 1.038448624690957, 14, 3, 260.0, 5, 15000
2142.0, 1.0377356011960726, 15, 3, 260.0, 5, 15000
2186.0, 1.0368528817094214, 16, 3, 260.0, 5, 15000
2194.0, 1.0385915797594825, 17, 3, 260.0, 5, 15000
2209.0, 1.0391989390249377, 18, 3, 260.0, 5, 15000
2222.0, 1.0387863541804812, 19, 3, 260.0, 5, 15000
2230.0, 1.0441426339557336, 20, 3, 260.0, 5, 15000
2241.0, 1.0446721317950738, 21, 3, 260.0, 5, 15000
2254.0, 1.0450329993756915, 22, 3, 260.0, 5, 15000
2260.0, 1.0448235885618522, 23, 3, 260.0, 5, 15000
2260.0, 1.0448235885618522, 23, 3, 260.0, 5, 15000
3125.0, 1.0429559390384417, 24, 4, 260.0, 5, 15000
3385.0, 1.0422830284794187, 25, 4, 260.0, 5, 15000
3450.0, 1.040656758153287, 26, 4, 260.0, 5, 15000
4491.0, 1.0402441792870787, 27, 4, 260.0, 5, 15000
4542.0, 1.0403289154019342, 28, 4, 260.0, 5, 15000
4744.0, 1.040659895063295, 29, 4, 260.0, 5, 15000
4785.0, 1.041518256846534, 30, 4, 260.0, 5, 15000
5045.0, 1.0416053745376737, 31, 4, 260.0, 5, 15000
5081.0, 1.0403052065833713, 32, 4, 260.0, 5, 15000
5341.0, 1.040315076684251, 33, 4, 260.0, 5, 15000
5348.0, 1.0434633145384777, 34, 4, 260.0, 5, 15000
5392.0, 1.0425805564085295, 35, 4, 260.0, 5, 15000
5392.0, 1.0425805564085295, 35, 4, 260.0, 5, 15000
6045.0, 1.0423604402096343, 36, 5, 260.0, 5, 15000
6052.0, 1.042215614731893, 37, 5, 260.0, 5, 15000
6063.0, 1.041837453263103, 38, 5, 260.0, 5, 15000
6074.0, 1.0422707054089915, 39, 5, 260.0, 5, 15000
6153.0, 1.042496483578974, 40, 5, 260.0, 5, 15000
6168.0, 1.0421368930591866, 41, 5, 260.0, 5, 15000
6218.0, 1.041898104014534, 42, 5, 260.0, 5, 15000
6229.0, 1.0422873761191866, 43, 5, 260.0, 5, 15000
6229.0, 1.0422873761191866, 43, 5, 260.0, 5, 15000
6468.0, 1.0427898686659338, 44, 6, 260.0, 5, 15000
6475.0, 1.042669244905941, 45, 6, 260.0, 5, 15000
6704.0, 1.0431897786813022, 46, 6, 260.0, 5, 15000
6739.0, 1.0429929784550307, 47, 6, 260.0, 5, 15000
6812.0, 1.0435222848941437, 48, 6, 260.0, 5, 15000
6826.0, 1.042634074998345, 49, 6, 260.0, 5, 15000
6837.0, 1.0430682787442795, 50, 6, 260.0, 5, 15000
6901.0, 1.0429907044782716, 51, 6, 260.0, 5, 15000
6911.0, 1.0421639601613817, 52, 6, 260.0, 5, 15000
6924.0, 1.0421250491114555, 53, 6, 260.0, 5, 15000
6932.0, 1.0440470287517163, 54, 6, 260.0, 5, 15000
6932.0, 1.0440470287517163, 54, 6, 260.0, 5, 15000
8238.0, 1.0432461736835033, 55, 8, 260.0, 5, 15000
8245.0, 1.043674458422965, 56, 8, 260.0, 5, 15000
8254.0, 1.0440754288739182, 57, 8, 260.0, 5, 15000
8263.0, 1.0439483692700993, 58, 8, 260.0, 5, 15000
8272.0, 1.0439954096687798, 59, 8, 260.0, 5, 15000
8298.0, 1.0439153344675998, 60, 8, 260.0, 5, 15000
8447.0, 1.04371901283585, 61, 8, 260.0, 5, 15000
8544.0, 1.0436106722664527, 62, 8, 260.0, 5, 15000
8562.0, 1.0432497344163445, 63, 8, 260.0, 5, 15000
8575.0, 1.0434787065318467, 64, 8, 260.0, 5, 15000
8581.0, 1.0434285195183934, 65, 8, 260.0, 5, 15000
8581.0, 1.0434285195183934, 65, 8, 260.0, 5, 15000
8913.0, 1.0431857009971104, 66, 9, 260.0, 5, 15000
8924.0, 1.042800834398759, 67, 9, 260.0, 5, 15000
8944.0, 1.0430425980330345, 68, 9, 260.0, 5, 15000
9414.0, 1.042781188248719, 69, 9, 260.0, 5, 15000
9426.0, 1.043045127859713, 70, 9, 260.0, 5, 15000
9439.0, 1.0430951798847734, 71, 9, 260.0, 5, 15000
9452.0, 1.042496635719707, 72, 9, 260.0, 5, 15000
9466.0, 1.0419144900249167, 73, 9, 260.0, 5, 15000
9537.0, 1.0417474522171943, 74, 9, 260.0, 5, 15000
9563.0, 1.0417110347989926, 75, 9, 260.0, 5, 15000
9570.0, 1.041649072466548, 76, 9, 260.0, 5, 15000
9570.0, 1.041649072466548, 76, 9, 260.0, 5, 15000
10103.0, 1.0414266151303258, 77, 10, 260.0, 5, 15000
10585.0, 1.0421614819228522, 78, 10, 260.0, 5, 15000
10595.0, 1.042155117650108, 79, 10, 260.0, 5, 15000
10608.0, 1.0423448771031782, 80, 10, 260.0, 5, 15000
10634.0, 1.0424214056490697, 81, 10, 260.0, 5, 15000
10694.0, 1.0423629862321682, 82, 10, 260.0, 5, 15000
10708.0, 1.0418525888076842, 83, 10, 260.0, 5, 15000
10721.0, 1.0415663815705878, 84, 10, 260.0, 5, 15000
10744.0, 1.0414850873550314, 85, 10, 260.0, 5, 15000
10744.0, 1.0414850873550314, 85, 10, 260.0, 5, 15000
12077.0, 1.0414754478112482, 86, 12, 260.0, 5, 15000
12211.0, 1.0414442717432404, 87, 12, 260.0, 5, 15000
12438.0, 1.0416359525500345, 88, 12, 260.0, 5, 15000
12449.0, 1.0415501803826677, 89, 12, 260.0, 5, 15000
12460.0, 1.0415099147359357, 90, 12, 260.0, 5, 15000
12503.0, 1.0416024137562154, 91, 12, 260.0, 5, 15000
12511.0, 1.041872069569305, 92, 12, 260.0, 5, 15000
12525.0, 1.041421832262108, 93, 12, 260.0, 5, 15000
12525.0, 1.041421832262108, 93, 12, 260.0, 5, 15000
12974.0, 1.0411722101241143, 94, 13, 260.0, 5, 15000
13358.0, 1.040884323134287, 95, 13, 260.0, 5, 15000
13373.0, 1.0407475413544265, 96, 13, 260.0, 5, 15000
13383.0, 1.0406400073413031, 97, 13, 260.0, 5, 15000
13390.0, 1.0410223185814504, 98, 13, 260.0, 5, 15000
13485.0, 1.0409640540381084, 99, 13, 260.0, 5, 15000
13494.0, 1.041220551483453, 100, 13, 260.0, 5, 15000
13508.0, 1.0408124272113395, 101, 13, 260.0, 5, 15000
13520.0, 1.0413284095225108, 102, 13, 260.0, 5, 15000
13654.0, 1.0415078203875339, 103, 13, 260.0, 5, 15000
13654.0, 1.0415078203875339, 103, 13, 260.0, 5, 15000
13958.0, 1.0412364760558148, 104, 14, 260.0, 5, 15000
13973.0, 1.041244463209844, 105, 14, 260.0, 5, 15000
13980.0, 1.0414818809961706, 106, 14, 260.0, 5, 15000
14189.0, 1.0414700554789857, 107, 14, 260.0, 5, 15000
14205.0, 1.0416161133530721, 108, 14, 260.0, 5, 15000
14213.0, 1.0424811969410155, 109, 14, 260.0, 5, 15000
14250.0, 1.0424453948223285, 110, 14, 260.0, 5, 15000
14281.0, 1.0424577672532271, 111, 14, 260.0, 5, 15000
14306.0, 1.0423881119496117, 112, 14, 260.0, 5, 15000
14344.0, 1.042380256592333, 113, 14, 260.0, 5, 15000
14506.0, 1.0423158034925801, 114, 14, 260.0, 5, 15000
14506.0, 1.0423158034925801, 114, 14, 260.0, 5, 15000
15716.0, 1.042283523638243, 115, 16, 260.0, 5, 15000
15729.0, 1.0423236249557415, 116, 16, 260.0, 5, 15000
15855.0, 1.0422217096693365, 117, 16, 260.0, 5, 15000
15866.0, 1.0421208201135068, 118, 16, 260.0, 5, 15000
15875.0, 1.0423310932785927, 119, 16, 260.0, 5, 15000
15889.0, 1.0419783341679376, 120, 16, 260.0, 5, 15000
15898.0, 1.0419401809885849, 121, 16, 260.0, 5, 15000
15924.0, 1.0419283195645335, 122, 16, 260.0, 5, 15000
15941.0, 1.0418130752775672, 123, 16, 260.0, 5, 15000
15941.0, 1.0418130752775672, 123, 16, 260.0, 5, 15000
17001.0, 1.0418637880290829, 124, 17, 260.0, 5, 15000
17011.0, 1.0418877046368686, 125, 17, 260.0, 5, 15000
17033.0, 1.0418076794806148, 126, 17, 260.0, 5, 15000
17281.0, 1.0416681438202728, 127, 17, 260.0, 5, 15000
17293.0, 1.0417081482136643, 128, 17, 260.0, 5, 15000
17303.0, 1.042583481243006, 129, 17, 260.0, 5, 15000
17312.0, 1.0427667679146786, 130, 17, 260.0, 5, 15000
17370.0, 1.0427264325399979, 131, 17, 260.0, 5, 15000
17385.0, 1.0426900676887614, 132, 17, 260.0, 5, 15000
17555.0, 1.0426324243395957, 133, 17, 260.0, 5, 15000
17555.0, 1.0426324243395957, 133, 17, 260.0, 5, 15000
17651.0, 1.042314271919151, 134, 18, 260.0, 5, 15000
18034.0, 1.0425509256632568, 135, 18, 260.0, 5, 15000
18034.0, 1.0425509256632568, 135, 18, 260.0, 5, 15000
18034.0, 1.0425509256632568, 135, 19, 260.0, 5, 15000
