Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
8;38068;37498;false;751;300049;109158
10;38068;37498;false;751;300049;105857
15;38068;37458;false;751;300049;333845
19;38068;37427;false;751;300049;120371
21;38068;37427;false;751;300049;123584
9;38068;37369;false;751;300049;124885
7;38068;37356;false;751;300049;121547
29;38068;37309;false;751;300049;140674
11;38068;37271;false;751;300049;145009
22;38068;37271;false;751;300049;115646
23;38068;37271;false;751;300049;113586
25;38068;37271;false;751;300049;111107
26;38068;37271;false;751;300049;124010
27;38068;37271;false;751;300049;125923
30;38068;37271;false;751;300049;112726
4;38068;37257;false;751;300049;372259
3;38068;37246;false;751;300049;340102
12;38068;37236;false;751;300049;317127
14;38068;37212;false;751;300049;129803
5;38068;37198;false;751;300049;347245
6;38068;37198;false;751;300049;337664
24;38068;37174;false;751;300049;149986
13;38068;37163;false;751;300049;283148
20;38068;37142;false;751;300049;208316
17;38068;37093;false;751;300049;272233
16;38068;37005;false;751;300049;315909
18;38068;37004;false;751;300049;344924
28;38068;36975;false;751;300049;119610
2;38068;36955;false;751;300049;301779
1;38068;36928;false;751;300049;342739
mean;38068;37234,1666666667;#DIV/0!;751;300049;207025,733333333
sd;0;155,0328293005;#DIV/0!;0;0;101768,739701728
