0;999999.0;55304.0;false;124;50000;2704
0;999999.0;70515.0;false;49999;20000000;968762
0;999999.0;70918.0;false;49999;20000000;935168
0;999999.0;71227.0;false;49999;20000000;969806
0;999999.0;70704.0;false;49999;20000000;949762
0;999999.0;937.0;false;49999;20000000;48109
0;999999.0;70466.0;false;22222;20000700;639930
0;999999.0;70186.0;false;22222;20000700;919619
0;999999.0;71433.0;false;12499;20000000;909371
0;999999.0;71714.0;false;12499;20000000;899115
0;999999.0;71947.0;false;12499;20000000;983301
0;999999.0;71232.0;false;22222;20000700;971694
0;999999.0;70055.0;false;22222;20000700;655117
0;999999.0;70507.0;false;12499;20000000;530591
0;999999.0;67525.0;false;12499;20000000;368761
0;999999.0;67822.0;false;12499;20000000;377917
0;999999.0;71403.0;false;12499;20000000;985894
0;999999.0;72068.0;false;18749;30000000;1435643
0;999999.0;70493.0;false;31249;50000000;2373460
0;999999.0;71392.0;false;31249;50000000;2280076
0;999999.0;72448.0;false;31249;50000000;2244303
0;999999.0;66595.0;false;4999;50000000;2670361
0;999999.0;72107.0;false;31249;50000000;2395650
