Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2277;2277;true;258;103741;9049
2;2277;2277;true;14;6385;991
3;2277;2277;true;93;37906;3839
4;2277;2277;true;56;23143;2495
5;2277;2277;true;60;24739;2901
6;2277;2277;true;87;35512;3369
7;2277;2277;true;36;15163;1757
8;2277;2277;true;50;20749;2258
9;2277;2277;true;40;16759;2015
10;2277;2277;true;191;77008;6855
11;2277;2277;true;63;25936;2640
12;2277;2277;true;139;56260;7457
13;2277;2277;true;68;27931;2915
14;2277;2277;true;40;16759;2008
15;2277;2277;true;71;29128;3158
16;2277;2277;true;213;85786;7876
17;2277;2277;true;173;69826;6237
18;2277;2277;true;15;6784;916
19;2277;2277;true;4;2395;470
20;2277;2277;true;18;7981;1254
21;2277;2277;true;5;2794;526
22;2277;2277;true;73;29926;3019
23;2277;2277;true;44;18355;2021
24;2277;2277;true;26;11173;1326
25;2277;2277;true;9;4390;771
26;2277;2277;true;39;16360;1957
27;2277;2277;true;32;13567;1611
28;2277;2277;true;33;13966;1816
29;2277;2277;true;18;7981;1108
30;2277;2277;true;41;17158;1934
mean;2277;2277;#DIV/0!;66,9666666667;27518,7;2884,9666666667
sd;0;0;#DIV/0!;64,636641329;25790,0198902866;2291,6883774938
