Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2950;2950;true;29;12000;1078
2;2950;2950;true;64;26000;1453
3;2950;2950;true;70;28400;2485
4;2950;2950;true;49;20000;2000
5;2950;2950;true;93;37600;2688
6;2950;2950;true;19;8000;1094
7;2950;2950;true;39;16000;1625
8;2950;2950;true;12;5200;703
9;2950;2950;true;39;16000;1906
10;2950;2950;true;16;6800;906
11;2950;2950;true;37;15200;1515
12;2950;2950;true;41;16800;1172
13;2950;2950;true;44;18000;2454
14;2950;2950;true;28;11600;1015
15;2950;2950;true;60;24400;2563
16;2950;2950;true;34;14000;1578
17;2950;2950;true;29;12000;1109
18;2950;2950;true;44;18000;1984
19;2950;2950;true;8;3600;594
20;2950;2950;true;16;6800;860
21;2950;2950;true;105;42400;1859
22;2950;2950;true;66;26800;2203
23;2950;2950;true;64;26000;2422
24;2950;2950;true;72;29200;2296
25;2950;2950;true;7;3200;547
26;2950;2950;true;50;20400;1265
27;2950;2950;true;22;9200;922
28;2950;2950;true;29;12000;1266
29;2950;2950;true;34;14000;1218
30;2950;2950;true;58;23600;1359
mean;2950;2950;#¡DIV/0!;42,6;17440;1537,966667
