Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2277.0;2277.0;true;0;400;177
2;2277.0;2277.0;true;1;800;435
3;2277.0;2277.0;true;11;4800;851
4;2277.0;2277.0;true;0;400;321
5;2277.0;2277.0;true;26;10800;1213
6;2277.0;2277.0;true;12;5200;679
7;2277.0;2277.0;true;2;1200;325
8;2277.0;2277.0;true;20;8400;953
9;2277.0;2277.0;true;41;16800;1401
10;2277.0;2277.0;true;6;2800;501
11;2277.0;2277.0;true;0;400;175
12;2277.0;2277.0;true;13;5600;729
13;2277.0;2277.0;true;15;6400;714
14;2277.0;2277.0;true;1;800;241
15;2277.0;2277.0;true;131;52800;2884
16;2277.0;2277.0;true;4;2000;524
17;2277.0;2277.0;true;17;7200;917
18;2277.0;2277.0;true;30;12400;1168
19;2277.0;2277.0;true;10;4400;1020
20;2277.0;2277.0;true;57;23200;1716
21;2277.0;2277.0;true;4;2000;528
22;2277.0;2277.0;true;47;19200;1719
23;2277.0;2277.0;true;17;7200;914
24;2277.0;2277.0;true;0;400;183
25;2277.0;2277.0;true;30;12400;1289
26;2277.0;2277.0;true;50;20400;1761
27;2277.0;2277.0;true;26;10800;1069
28;2277.0;2277.0;true;15;6400;868
29;2277.0;2277.0;true;2;1200;392
30;2277.0;2277.0;true;12;5200;756
