Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;3535;3535;true;53;21600;1406
2;3535;3535;true;46;18800;1984
3;3535;3535;true;57;23200;1359
4;3535;3535;true;73;29600;2844
5;3535;3535;true;64;26000;2391
6;3535;3535;true;76;30800;1547
7;3535;3535;true;45;18400;1390
8;3535;3535;true;50;20400;2125
9;3535;3535;true;91;36800;1688
10;3535;3535;true;16;6800;922
11;3535;3535;true;23;9600;1109
12;3535;3535;true;43;17600;1266
13;3535;3535;true;4;2000;406
14;3535;3535;true;343;137600;5016
15;3535;3535;true;73;29600;2485
16;3535;3535;true;18;7600;921
17;3535;3535;true;124;50000;2657
18;3535;3535;true;120;48400;2766
19;3535;3535;true;30;12400;1125
20;3535;3535;true;77;31200;2344
21;3535;3535;true;50;20400;1344
22;3535;3535;true;78;31600;1579
23;3535;3535;true;1;800;218
24;3535;3535;true;30;12400;1453
25;3535;3535;true;170;68400;2485
26;3535;3535;true;76;30800;2703
27;3535;3535;true;4;2000;390
28;3535;3535;true;25;10400;1219
29;3535;3535;true;99;40000;2531
30;3535;3535;true;84;34000;1625
mean;3535;3535;#¡DIV/0!;68,1;27640;1776,6
