Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2721;2721;true;3;1600;286
2;2721;2721;true;1;800;189
3;2721;2721;true;3;1600;309
4;2721;2721;true;11;4800;674
5;2721;2721;true;1;800;185
6;2721;2721;true;6;2800;540
7;2721;2721;true;3;1600;367
8;2721;2721;true;1;800;226
9;2721;2721;true;0;400;118
10;2721;2721;true;5;2400;420
11;2721;2721;true;0;400;118
12;2721;2721;true;11;4800;775
13;2721;2721;true;11;4800;643
14;2721;2721;true;0;400;113
15;2721;2721;true;0;400;117
16;2721;2721;true;2;1200;351
17;2721;2721;true;4;2000;359
18;2721;2721;true;0;400;115
19;2721;2721;true;2;1200;251
20;2721;2721;true;9;4000;690
21;2721;2721;true;1;800;175
22;2721;2721;true;11;4800;722
23;2721;2721;true;9;4000;593
24;2721;2721;true;0;400;120
25;2721;2721;true;3;1600;312
26;2721;2721;true;11;4800;637
27;2721;2721;true;0;400;116
28;2721;2721;true;3;1600;298
29;2721;2721;true;0;400;115
30;2721;2721;true;6;2800;473
