Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;390;390;true;6;2800;665
2;390;390;true;6;2800;578
3;390;390;true;14;6000;811
4;390;390;true;2;1200;314
5;390;390;true;1;800;235
6;390;390;true;6;2800;1019
7;390;390;true;5;2400;672
8;390;390;true;2;1200;307
9;390;390;true;3;1600;627
10;390;390;true;0;400;126
11;390;390;true;4;2000;473
12;390;390;true;7;3200;609
13;390;390;true;4;2000;476
14;390;390;true;0;400;130
15;390;390;true;9;4000;672
16;390;390;true;14;6000;792
17;390;390;true;11;4800;737
18;390;390;true;11;4800;770
19;390;390;true;1;800;316
20;390;390;true;10;4400;807
21;390;390;true;2;1200;344
22;390;390;true;20;8400;1117
23;390;390;true;9;4000;706
24;390;390;true;8;3600;678
25;390;390;true;7;3200;602
26;390;390;true;9;4000;671
27;390;390;true;4;2000;475
28;390;390;true;5;2400;916
29;390;390;true;7;3200;602
30;390;390;true;4;2000;465
