Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
9;16869;16694;false;999;400000;57470
28;16869;16694;false;999;400000;55649
24;16869;16667;false;999;400000;59730
27;16869;16623;false;999;400000;66946
4;16869;16588;false;999;400000;57307
23;16869;16577;false;999;400000;67028
26;16869;16576;false;999;400000;54467
15;16869;16575;false;999;400000;57371
7;16869;16565;false;999;400000;61506
30;16869;16565;false;999;400000;59574
12;16869;16553;false;999;400000;80091
21;16869;16553;false;999;400000;62108
22;16869;16553;false;999;400000;67022
25;16869;16553;false;999;400000;78490
8;16869;16551;false;999;400000;65831
10;16869;16551;false;999;400000;68017
20;16869;16551;false;999;400000;72765
18;16869;16549;false;999;400000;69366
1;16869;16541;false;999;400000;57143
3;16869;16541;false;999;400000;71847
11;16869;16541;false;999;400000;59899
14;16869;16541;false;999;400000;63200
16;16869;16505;false;999;400000;61862
2;16869;16492;false;999;400000;58079
19;16869;16470;false;999;400000;54792
13;16869;16455;false;999;400000;54680
17;16869;16455;false;999;400000;55403
29;16869;16452;false;999;400000;70651
5;16869;16417;false;999;400000;60852
6;16869;16389;false;999;400000;69717
mean;16869;16544,56667;#¡DIV/0!;999;400000;63295,43333
sd;0;71,18343634;#¡DIV/0!;0;0;7055,849951
