Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
8;773772;769838;false;1999;800000;79565
11;773772;768600;false;1999;800000;89320
4;773772;767803;false;1999;800000;94050
18;773772;767207;false;1999;800000;93445
26;773772;767074;false;1999;800000;80365
9;773772;766887;false;1999;800000;78392
16;773772;766801;false;1999;800000;90551
30;773772;766801;false;1999;800000;88846
10;773772;766746;false;1999;800000;95376
2;773772;766484;false;1999;800000;80542
21;773772;766484;false;1999;800000;86105
3;773772;765899;false;1999;800000;82499
24;773772;765768;false;1999;800000;84961
7;773772;765696;false;1999;800000;86852
13;773772;764701;false;1999;800000;90344
23;773772;764297;false;1999;800000;84105
14;773772;763791;false;1999;800000;74023
28;773772;763791;false;1999;800000;74828
29;773772;763791;false;1999;800000;89434
5;773772;763780;false;1999;800000;85357
19;773772;763347;false;1999;800000;76273
1;773772;763176;false;1999;800000;81076
6;773772;762993;false;1999;800000;82675
15;773772;762745;false;1999;800000;84462
20;773772;762556;false;1999;800000;85224
25;773772;762053;false;1999;800000;86417
12;773772;761791;false;1999;800000;84792
27;773772;760098;false;1999;800000;92065
17;773772;758976;false;1999;800000;83462
22;773772;756337;false;1999;800000;82795
mean;773772;764543,7;#¡DIV/0!;1999;800000;84940,03333
