Run 1
0, 100000000, 0, 1, 0, 1.0, 1.0, 30
4.0, 1.0064266293153168, 1, 1, 30.0, 1.0, 1.0, 30
66.0, 1.0143738547341432, 2, 1, 30.0, 1.0, 1.0, 30
76.0, 1.01037608374547, 2, 1, 30.0, 0.7, 1.0, 400
79.0, 1.0135458301477045, 3, 1, 30.0, 0.7, 1.0, 400
198.0, 1.013116858747562, 4, 1, 30.0, 0.7, 1.0, 400
218.0, 1.0152314889569136, 5, 1, 30.0, 0.7, 1.0, 400
223.0, 1.0141113471804066, 6, 1, 30.0, 0.7, 1.0, 400
231.0, 1.015618893424273, 7, 1, 30.0, 0.7, 1.0, 400
241.0, 1.0178530392306888, 8, 1, 30.0, 0.7, 1.0, 400
243.0, 1.0130915904272788, 9, 1, 30.0, 0.7, 1.0, 400
264.0, 1.0135612893929344, 10, 1, 30.0, 0.7, 1.0, 400
280.0, 1.0139679503350325, 11, 1, 30.0, 0.7, 1.0, 400
285.0, 1.0150411091384506, 12, 1, 30.0, 0.7, 1.0, 400
290.0, 1.0147037728743327, 13, 1, 30.0, 0.7, 1.0, 400
313.0, 1.0159661502762598, 14, 1, 30.0, 0.7, 1.0, 400
316.0, 1.0141200540490207, 15, 1, 30.0, 0.7, 1.0, 400
336.0, 1.0147311516899415, 16, 1, 30.0, 0.7, 1.0, 400
352.0, 1.014881766297604, 17, 1, 30.0, 0.7, 1.0, 400
360.0, 1.0149136587532077, 18, 1, 30.0, 0.7, 1.0, 400
377.0, 1.015156181120031, 19, 1, 30.0, 0.7, 1.0, 400
381.0, 1.0143902811218393, 20, 1, 30.0, 0.7, 1.0, 400
399.0, 1.0138027997297203, 21, 1, 30.0, 0.7, 1.0, 400
427.0, 1.01387496157624, 22, 1, 30.0, 0.7, 1.0, 400
432.0, 1.0144327015553543, 23, 1, 30.0, 0.7, 1.0, 400
436.0, 1.0138784283611098, 24, 1, 30.0, 0.7, 1.0, 400
443.0, 1.0141355230324942, 25, 1, 30.0, 0.7, 1.0, 400
445.0, 1.0142057489040956, 26, 1, 30.0, 0.7, 1.0, 400
454.0, 1.0149199222426, 27, 1, 30.0, 0.7, 1.0, 400
459.0, 1.0146165903523399, 28, 1, 30.0, 0.7, 1.0, 400
459.0, 1.0146165903523399, 28, 1, 30.0, 0.7, 1.0, 400
484.0, 1.014406040281496, 29, 2, 30.0, 0.7, 1.0, 400
492.0, 1.014201140816829, 30, 2, 30.0, 0.7, 1.0, 400
678.0, 1.0143604806356559, 31, 2, 30.0, 0.7, 1.0, 400
680.0, 1.0131304656157916, 32, 2, 30.0, 0.7, 1.0, 400
697.0, 1.01332413586146, 33, 2, 30.0, 0.7, 1.0, 400
719.0, 1.013455443044471, 34, 2, 30.0, 0.7, 1.0, 400
736.0, 1.0136936674225816, 35, 2, 30.0, 0.7, 1.0, 400
743.0, 1.0135114284167204, 36, 2, 30.0, 0.7, 1.0, 400
