Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
2;12215;12246;false;261;104800;11510
10;12215;12246;false;201;80800;8769
19;12215;12246;false;79;32000;3690
27;12215;12246;false;152;61200;7457
29;12215;12246;false;175;70400;8675
7;12215;12089;false;749;300000;30793
1;12215;12039;false;749;300000;29635
28;12215;12017;false;749;300000;35473
11;12215;12006;false;749;300000;40046
12;12215;12006;false;749;300000;30353
13;12215;12006;false;749;300000;26812
16;12215;12006;false;749;300000;29102
17;12215;12006;false;749;300000;30389
22;12215;12006;false;749;300000;27703
23;12215;12006;false;749;300000;28271
25;12215;12006;false;749;300000;27699
30;12215;12006;false;749;300000;28058
3;12215;12002;false;749;300000;29617
9;12215;12002;false;749;300000;29323
14;12215;12002;false;749;300000;32190
20;12215;12002;false;749;300000;28711
24;12215;11936;false;749;300000;32169
18;12215;11932;false;749;300000;30568
6;12215;11916;false;749;300000;32067
8;12215;11880;false;749;300000;30807
21;12215;11880;false;749;300000;28081
26;12215;11853;false;749;300000;34100
5;12215;11778;false;749;300000;31191
4;12215;11740;false;749;300000;28862
15;12215;11740;false;749;300000;28473
mean;12215;12003,0666666667;#DIV/0!;653,1;261640;26686,4666666667
sd;0;139,3380739445;#DIV/0!;219,5079685931;87803,1874372334;8946,5376263027
