Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2721;2721;true;31;12800;1968
2;2721;2721;true;8;3600;775
3;2721;2721;true;46;18800;2826
4;2721;2721;true;526;210800;16182
5;2721;2721;true;218;87600;6670
6;2721;2721;true;34;14000;1852
7;2721;2721;true;431;172800;12343
8;2721;2721;true;5;2400;690
9;2721;2721;true;164;66000;5071
10;2721;2721;true;321;128800;9071
11;2721;2721;true;34;14000;2079
12;2721;2721;true;7;3200;750
13;2721;2721;true;297;119200;8994
14;2721;2721;true;88;35600;3644
15;2721;2721;true;95;38400;2957
16;2721;2721;true;253;101600;7446
17;2721;2721;true;45;18400;1965
18;2721;2721;true;13;5600;1098
19;2721;2721;true;0;400;207
20;2721;2721;true;3;1600;439
21;2721;2721;true;4;2000;528
22;2721;2721;true;258;103600;8309
23;2721;2721;true;244;98000;8426
24;2721;2721;true;738;295600;21877
26;2721;2721;true;11;4800;1141
27;2721;2721;true;146;58800;4895
28;2721;2721;true;387;155200;12034
29;2721;2721;true;244;98000;7383
30;2721;2721;true;65;26400;3184
25;2721;2694;false;749;300000;20286
mean;2721;2720,1;#DIV/0!;182,1666666667;73266,6666666667;5836,3333333333
sd;0;4,9295030175;#DIV/0!;210,7296164861;84291,8465944296;5857,1737054737
