Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
13;12985;12988;false;279;112000;6279
23;12985;12964;false;999;400000;21088
28;12985;12956;false;999;400000;20061
25;12985;12955;false;999;400000;22677
1;12985;12914;false;999;400000;21558
2;12985;12914;false;999;400000;20437
5;12985;12914;false;999;400000;20535
6;12985;12914;false;999;400000;20349
7;12985;12914;false;999;400000;20600
8;12985;12914;false;999;400000;21637
9;12985;12914;false;999;400000;20182
10;12985;12914;false;999;400000;19752
15;12985;12914;false;999;400000;20735
16;12985;12914;false;999;400000;21120
19;12985;12914;false;999;400000;21334
26;12985;12914;false;999;400000;21482
30;12985;12914;false;999;400000;20365
29;12985;12898;false;999;400000;20951
12;12985;12896;false;999;400000;21427
20;12985;12888;false;999;400000;19708
11;12985;12863;false;999;400000;18805
21;12985;12863;false;999;400000;20327
22;12985;12863;false;999;400000;20662
4;12985;12860;false;999;400000;21704
17;12985;12852;false;999;400000;20434
14;12985;12800;false;999;400000;20183
24;12985;12788;false;999;400000;20911
27;12985;12768;false;999;400000;22006
3;12985;12756;false;999;400000;20832
18;12985;12746;false;999;400000;20781
mean;12985;12886,2;#¡DIV/0!;975;390400;20297,4
sd;0;60,86468882;#¡DIV/0!;131,4534138;52581,36552;2756,256289
