Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2690;2690;true;46;18800;975
2;2690;2690;true;5;2400;518
3;2690;2690;true;93;37600;1344
4;2690;2690;true;20;8400;725
5;2690;2690;true;128;51600;1709
6;2690;2690;true;40;16400;989
7;2690;2690;true;83;33600;1348
8;2690;2690;true;261;104800;2539
9;2690;2690;true;8;3600;620
10;2690;2690;true;45;18400;1011
11;2690;2690;true;107;43200;1395
12;2690;2690;true;12;5200;647
13;2690;2690;true;49;20000;1002
14;2690;2690;true;44;18000;936
15;2690;2690;true;43;17600;942
16;2690;2690;true;27;11200;830
17;2690;2690;true;46;18800;929
18;2690;2690;true;402;161200;3252
19;2690;2690;true;22;9200;765
20;2690;2690;true;26;10800;801
21;2690;2690;true;163;65600;1797
22;2690;2690;true;39;16000;914
23;2690;2690;true;9;4000;640
24;2690;2690;true;80;32400;1268
25;2690;2690;true;141;56800;1781
26;2690;2690;true;30;12400;848
27;2690;2690;true;132;53200;1748
28;2690;2690;true;211;84800;3230
29;2690;2690;true;19;8000;743
30;2690;2690;true;20;8400;842
mean;2690;2690;#¡DIV/0!;78,36666667;31746,66667;1236,266667
