0;23239,000000000000000000;13221,000000000000000000;18378,000000000000000000
1;23239,000000000000000000;13221,000000000000000000;19100,000000000000000000
2;23239,000000000000000000;13221,000000000000000000;19650,000000000000000000
3;23308,000000000000000000;13994,000000000000000000;20200,000000000000000000
4;23895,000000000000000000;13994,000000000000000000;20616,000000000000000000
5;23975,000000000000000000;13994,000000000000000000;20911,000000000000000000
6;23975,000000000000000000;13994,000000000000000000;21134,000000000000000000
7;24212,000000000000000000;16599,000000000000000000;21434,000000000000000000
8;24212,000000000000000000;18229,000000000000000000;21619,000000000000000000
9;24212,000000000000000000;18229,000000000000000000;21782,000000000000000000
10;24212,000000000000000000;18712,000000000000000000;21910,000000000000000000
11;24676,000000000000000000;18712,000000000000000000;22011,000000000000000000
12;24676,000000000000000000;18712,000000000000000000;22144,000000000000000000
13;24676,000000000000000000;18919,000000000000000000;22244,000000000000000000
14;24676,000000000000000000;19612,000000000000000000;22313,000000000000000000
15;24676,000000000000000000;19834,000000000000000000;22417,000000000000000000
16;24676,000000000000000000;19834,000000000000000000;22485,000000000000000000
17;24676,000000000000000000;19834,000000000000000000;22560,000000000000000000
18;24676,000000000000000000;19834,000000000000000000;22619,000000000000000000
19;24676,000000000000000000;19969,000000000000000000;22695,000000000000000000
20;24676,000000000000000000;19969,000000000000000000;22770,000000000000000000
21;24676,000000000000000000;20386,000000000000000000;22834,000000000000000000
22;24676,000000000000000000;20461,000000000000000000;22889,000000000000000000
23;24676,000000000000000000;20461,000000000000000000;22947,000000000000000000
24;24676,000000000000000000;20461,000000000000000000;22975,000000000000000000
25;24676,000000000000000000;20461,000000000000000000;23019,000000000000000000
26;24676,000000000000000000;20461,000000000000000000;23053,000000000000000000
27;24676,000000000000000000;20461,000000000000000000;23087,000000000000000000
28;24676,000000000000000000;20461,000000000000000000;23118,000000000000000000
29;24676,000000000000000000;20461,000000000000000000;23154,000000000000000000
30;24676,000000000000000000;20461,000000000000000000;23183,000000000000000000
31;24676,000000000000000000;20466,000000000000000000;23202,000000000000000000
32;24676,000000000000000000;20466,000000000000000000;23220,000000000000000000
33;24676,000000000000000000;20466,000000000000000000;23240,000000000000000000
34;24676,000000000000000000;21364,000000000000000000;23271,000000000000000000
35;24676,000000000000000000;21364,000000000000000000;23297,000000000000000000
36;24676,000000000000000000;21364,000000000000000000;23324,000000000000000000
37;24676,000000000000000000;21364,000000000000000000;23346,000000000000000000
38;24676,000000000000000000;21414,000000000000000000;23374,000000000000000000
39;24676,000000000000000000;21414,000000000000000000;23384,000000000000000000
40;24676,000000000000000000;21557,000000000000000000;23403,000000000000000000
41;24676,000000000000000000;22023,000000000000000000;23437,000000000000000000
42;24676,000000000000000000;22023,000000000000000000;23463,000000000000000000
43;24676,000000000000000000;22023,000000000000000000;23484,000000000000000000
44;24676,000000000000000000;22023,000000000000000000;23496,000000000000000000
45;24676,000000000000000000;22023,000000000000000000;23506,000000000000000000
46;24676,000000000000000000;22170,000000000000000000;23528,000000000000000000
47;24676,000000000000000000;22170,000000000000000000;23542,000000000000000000
48;24676,000000000000000000;22170,000000000000000000;23557,000000000000000000
49;24702,000000000000000000;22170,000000000000000000;23576,000000000000000000
50;24939,000000000000000000;22320,000000000000000000;23599,000000000000000000
51;24939,000000000000000000;22320,000000000000000000;23626,000000000000000000
52;24939,000000000000000000;22340,000000000000000000;23642,000000000000000000
53;24939,000000000000000000;22340,000000000000000000;23658,000000000000000000
54;24939,000000000000000000;22340,000000000000000000;23668,000000000000000000
55;24939,000000000000000000;22340,000000000000000000;23677,000000000000000000
56;24939,000000000000000000;22340,000000000000000000;23689,000000000000000000
57;24939,000000000000000000;22340,000000000000000000;23711,000000000000000000
58;24939,000000000000000000;22340,000000000000000000;23727,000000000000000000
59;24939,000000000000000000;22340,000000000000000000;23736,000000000000000000
60;24939,000000000000000000;22340,000000000000000000;23746,000000000000000000
61;24939,000000000000000000;22340,000000000000000000;23769,000000000000000000
62;24939,000000000000000000;22340,000000000000000000;23774,000000000000000000
63;24939,000000000000000000;22340,000000000000000000;23791,000000000000000000
64;24939,000000000000000000;22340,000000000000000000;23802,000000000000000000
65;24939,000000000000000000;22340,000000000000000000;23817,000000000000000000
66;24939,000000000000000000;22340,000000000000000000;23830,000000000000000000
67;24939,000000000000000000;22822,000000000000000000;23845,000000000000000000
68;24939,000000000000000000;22822,000000000000000000;23858,000000000000000000
69;24939,000000000000000000;22822,000000000000000000;23868,000000000000000000
70;24939,000000000000000000;22822,000000000000000000;23882,000000000000000000
71;24939,000000000000000000;22822,000000000000000000;23897,000000000000000000
72;24948,000000000000000000;22822,000000000000000000;23924,000000000000000000
73;24948,000000000000000000;22822,000000000000000000;23931,000000000000000000
74;24948,000000000000000000;22927,000000000000000000;23946,000000000000000000
75;24948,000000000000000000;22927,000000000000000000;23954,000000000000000000
76;24948,000000000000000000;22927,000000000000000000;23961,000000000000000000
77;24948,000000000000000000;22927,000000000000000000;23970,000000000000000000
78;24948,000000000000000000;23166,000000000000000000;23979,000000000000000000
79;24948,000000000000000000;23166,000000000000000000;23990,000000000000000000
80;24948,000000000000000000;23166,000000000000000000;24000,000000000000000000
81;24948,000000000000000000;23166,000000000000000000;24021,000000000000000000
82;24948,000000000000000000;23166,000000000000000000;24034,000000000000000000
83;24948,000000000000000000;23166,000000000000000000;24038,000000000000000000
84;24948,000000000000000000;23166,000000000000000000;24053,000000000000000000
85;24948,000000000000000000;23166,000000000000000000;24068,000000000000000000
86;24948,000000000000000000;23166,000000000000000000;24073,000000000000000000
87;24948,000000000000000000;23166,000000000000000000;24084,000000000000000000
88;24948,000000000000000000;23166,000000000000000000;24091,000000000000000000
89;24948,000000000000000000;23166,000000000000000000;24100,000000000000000000
