Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
3;390;391;false;50;20749;1442
4;390;391;false;10;4789;853
5;390;391;false;21;9178;984
6;390;391;false;7;3592;785
9;390;391;false;47;19552;1346
12;390;391;false;79;32320;1790
13;390;391;false;17;7582;996
18;390;391;false;6;3193;792
22;390;391;false;18;7981;977
25;390;391;false;10;4789;830
30;390;391;false;0;400;227
1;390;390;true;4;2395;714
2;390;390;true;17;7582;958
7;390;390;true;9;4390;832
8;390;390;true;12;5587;857
10;390;390;true;22;9577;1017
11;390;390;true;47;19552;1303
14;390;390;true;123;49876;2613
15;390;390;true;34;14365;1187
16;390;390;true;33;13966;1196
17;390;390;true;0;799;421
19;390;390;true;2;1597;678
20;390;390;true;81;33118;1798
21;390;390;true;6;3193;778
23;390;390;true;45;18754;2817
24;390;390;true;19;8380;1036
26;390;390;true;44;18355;2205
27;390;390;true;17;7582;963
28;390;390;true;0;400;156
29;390;390;true;94;38305;2014
mean;390;390,3666666667;#DIV/0!;29,1333333333;12396,6;1152,1666666667
sd;0;0,4901325179;#DIV/0!;30,7781083568;12306,9007320115;629,8351225592
