Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;7402;7402;true;242;97357;8268
2;7402;7402;true;665;266134;21368
3;7402;7402;true;32;13567;1674
4;7402;7402;true;103;41896;4073
5;7402;7402;true;418;167581;13785
6;7402;7402;true;214;86185;7480
7;7402;7402;true;104;42295;3926
8;7402;7402;true;81;33118;3332
9;7402;7402;true;133;53866;4699
10;7402;7402;true;75;30724;2951
11;7402;7402;true;173;69826;6148
12;7402;7402;true;148;59851;5244
13;7402;7402;true;159;64240;5569
14;7402;7402;true;694;277705;21571
15;7402;7402;true;271;108928;8850
16;7402;7402;true;372;149227;12470
17;7402;7402;true;150;60649;5272
18;7402;7402;true;219;88180;7487
19;7402;7402;true;74;30325;2818
20;7402;7402;true;137;55462;4922
21;7402;7402;true;127;51472;4521
22;7402;7402;true;134;54265;4729
23;7402;7402;true;527;211072;17059
24;7402;7402;true;124;50275;4576
25;7402;7402;true;615;246184;20760
26;7402;7402;true;261;104938;9029
27;7402;7402;true;331;132868;10722
28;7402;7402;true;194;78205;6791
29;7402;7402;true;394;158005;12787
30;7402;7402;true;607;242992;19782
