Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
24;12330;12330;true;81;32800;7514
15;12330;12312;false;999;400000;39838
18;12330;12312;false;999;400000;50055
1;12330;12257;false;999;400000;41121
3;12330;12257;false;999;400000;53076
4;12330;12257;false;999;400000;42540
7;12330;12257;false;999;400000;39439
8;12330;12257;false;999;400000;47943
9;12330;12257;false;999;400000;46604
12;12330;12257;false;999;400000;40890
13;12330;12257;false;999;400000;39983
14;12330;12257;false;999;400000;55399
16;12330;12257;false;999;400000;57287
17;12330;12257;false;999;400000;41286
19;12330;12257;false;999;400000;43363
20;12330;12257;false;999;400000;40618
22;12330;12257;false;999;400000;42955
23;12330;12257;false;999;400000;42632
26;12330;12257;false;999;400000;44634
27;12330;12257;false;999;400000;49338
28;12330;12257;false;999;400000;40808
30;12330;12257;false;999;400000;50521
29;12330;12220;false;999;400000;45946
2;12330;12200;false;999;400000;40093
5;12330;12200;false;999;400000;49454
11;12330;12200;false;999;400000;57387
21;12330;12200;false;999;400000;56095
25;12330;12200;false;999;400000;46035
6;12330;12195;false;999;400000;41217
10;12330;12195;false;999;400000;39666
mean;12330;12248,23333;#¡DIV/0!;968,4;387760;44457,9
sd;0;34,42902077;#¡DIV/0!;167,6031026;67041,24104;9013,185442
