Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
2;3279;3284;false;23;9600;1717
9;3279;3284;false;5;2400;1148
15;3279;3284;false;2;1200;483
1;3279;3280;false;15;6400;1264
3;3279;3280;false;13;5600;1176
4;3279;3280;false;3;1600;632
5;3279;3280;false;35;14400;1515
6;3279;3280;false;22;9200;1579
7;3279;3280;false;5;2400;775
8;3279;3280;false;35;14400;1456
10;3279;3280;false;28;11600;1713
11;3279;3280;false;14;6000;1111
12;3279;3280;false;36;14800;2184
13;3279;3280;false;22;9200;1600
14;3279;3280;false;5;2400;699
16;3279;3280;false;17;7200;1302
17;3279;3280;false;24;10000;1705
18;3279;3280;false;7;3200;738
19;3279;3280;false;18;7600;3133
20;3279;3280;false;17;7200;1358
21;3279;3280;false;17;7200;1070
22;3279;3280;false;23;9600;1119
23;3279;3280;false;46;18800;2735
24;3279;3280;false;10;4400;883
25;3279;3280;false;44;18000;2767
26;3279;3280;false;10;4400;938
27;3279;3280;false;36;14800;2022
28;3279;3280;false;20;8400;1560
29;3279;3280;false;81;32800;3643
30;3279;3280;false;43;17600;1711
mean;3279;3280,4;#DIV/0!;22,5333333333;9413,3333333333;1524,5333333333
sd;0;1,2205143065;#DIV/0!;16,7902544257;6716,1017702612;751,3294760684
