Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
28;63112;62289;false;1999;800000;104538
2;63112;62257;false;1999;800000;81435
10;63112;62235;false;1999;800000;108309
16;63112;62212;false;1999;800000;90927
12;63112;62143;false;1999;800000;72839
14;63112;62131;false;1999;800000;103790
6;63112;62112;false;1999;800000;75587
15;63112;62112;false;1999;800000;84860
20;63112;62112;false;1999;800000;74630
9;63112;62101;false;1999;800000;95069
7;63112;62093;false;1999;800000;80139
5;63112;62048;false;1999;800000;72383
4;63112;62040;false;1999;800000;72899
18;63112;62034;false;1999;800000;73526
3;63112;62023;false;1999;800000;70211
21;63112;62019;false;1999;800000;83161
25;63112;62009;false;1999;800000;99937
26;63112;62000;false;1999;800000;91424
29;63112;61991;false;1999;800000;83208
24;63112;61964;false;1999;800000;76793
11;63112;61937;false;1999;800000;87963
30;63112;61937;false;1999;800000;96386
8;63112;61895;false;1999;800000;85555
19;63112;61824;false;1999;800000;70331
23;63112;61683;false;1999;800000;88819
27;63112;61573;false;1999;800000;88064
1;63112;61543;false;1999;800000;82434
13;63112;61470;false;1999;800000;71991
22;63112;61435;false;1999;800000;90874
17;63112;61421;false;1999;800000;87394
mean;63112;61954,76667;#¡DIV/0!;1999;800000;84849,2
