Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
9;3535;3535;true;91;36800;3128
2;3535;3457;false;749;300000;22992
4;3535;3457;false;749;300000;21459
5;3535;3457;false;749;300000;21749
10;3535;3457;false;749;300000;22400
11;3535;3457;false;749;300000;24400
13;3535;3457;false;749;300000;22550
14;3535;3457;false;749;300000;22069
16;3535;3457;false;749;300000;22136
17;3535;3457;false;749;300000;21495
18;3535;3457;false;749;300000;22200
19;3535;3457;false;749;300000;22150
20;3535;3457;false;749;300000;20510
22;3535;3457;false;749;300000;21398
23;3535;3457;false;749;300000;21997
24;3535;3457;false;749;300000;24087
25;3535;3457;false;749;300000;19995
26;3535;3457;false;749;300000;21776
29;3535;3457;false;749;300000;22608
1;3535;3414;false;749;300000;21762
3;3535;3414;false;749;300000;23199
6;3535;3414;false;749;300000;22892
7;3535;3414;false;749;300000;22331
8;3535;3414;false;749;300000;19668
12;3535;3414;false;749;300000;22868
15;3535;3414;false;749;300000;18250
21;3535;3414;false;749;300000;21337
27;3535;3414;false;749;300000;21302
28;3535;3414;false;749;300000;21724
30;3535;3414;false;749;300000;16201
mean;3535;3443,8333333333;#DIV/0!;727,0666666667;291226,666666667;21087,7666666667
sd;0;27,0517809132;#DIV/0!;120,1338142795;48053,5257117866;3749,7275182231
