Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2694;2694;true;0;782;379
2;2694;2694;true;3;1702;695
3;2694;2694;true;1;1135;445
4;2694;2694;true;2;1573;636
5;2694;2694;true;1;1168;483
6;2694;2694;true;2;1253;531
8;2694;2694;true;2;1568;629
9;2694;2694;true;2;1230;504
10;2694;2694;true;1;1106;471
11;2694;2694;true;0;400;160
12;2694;2694;true;0;400;181
13;2694;2694;true;4;2122;793
14;2694;2694;true;0;400;154
15;2694;2694;true;0;400;155
16;2694;2694;true;1;841;385
17;2694;2694;true;3;1618;643
18;2694;2694;true;2;1273;530
19;2694;2694;true;0;400;159
20;2694;2694;true;3;1827;698
21;2694;2694;true;1;890;384
22;2694;2694;true;4;2281;834
23;2694;2694;true;3;1634;620
24;2694;2694;true;2;1248;496
25;2694;2694;true;2;1292;509
27;2694;2694;true;0;431;242
28;2694;2694;true;4;2132;821
29;2694;2694;true;0;400;156
30;2694;2694;true;4;2058;776
7;2694;2623;false;749;300000;52557
26;2694;2623;false;749;300000;49282
mean;2694;2689,2666666667;#DIV/0!;51,5;21118,8;3843,6
sd;0;18,0132773509;#DIV/0!;189,6064435832;75810,538197672;12805,6473468706
