Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;3535;3535;true;51;20800;2481
2;3535;3535;true;216;86800;5989
3;3535;3535;true;50;20400;4374
4;3535;3535;true;53;21600;2920
5;3535;3535;true;35;14400;1501
6;3535;3535;true;44;18000;1564
8;3535;3535;true;878;351600;26700
9;3535;3535;true;102;41200;4217
10;3535;3535;true;33;13600;2387
12;3535;3535;true;102;41200;5773
13;3535;3535;true;1438;575600;41274
15;3535;3535;true;1052;421200;26659
16;3535;3535;true;200;80400;5633
17;3535;3535;true;1319;528000;30289
18;3535;3535;true;35;14400;1334
20;3535;3535;true;67;27200;1961
21;3535;3535;true;667;267200;16623
22;3535;3535;true;81;32800;5402
23;3535;3535;true;36;14800;1516
24;3535;3535;true;81;32800;3309
25;3535;3535;true;17;7200;1068
26;3535;3535;true;119;48000;5510
27;3535;3535;true;13;5600;930
28;3535;3535;true;386;154800;9226
30;3535;3535;true;1321;528800;28986
11;3535;3451;false;1999;800000;62979
14;3535;3451;false;1999;800000;52902
19;3535;3451;false;1999;800000;46679
7;3535;3431;false;1999;800000;54720
29;3535;3417;false;1999;800000;50538
mean;3535;3519,2;#¡DIV/0!;613,0333333;245613,3333;16848,13333
