Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;911;937;false;0;520;586
12;911;937;false;0;400;258
7;911;931;false;7;3375;1039
28;911;931;false;6;2930;915
4;911;930;false;3;1675;815
8;911;930;false;7;3560;916
16;911;930;false;1;1110;733
18;911;930;false;5;2410;1049
21;911;930;false;2;1475;760
26;911;930;false;4;2035;1574
20;911;928;false;4;2360;883
11;911;923;false;3;1725;718
19;911;917;false;1;1120;806
2;911;916;false;3;1990;838
3;911;916;false;1;1135;702
5;911;916;false;3;1705;779
25;911;916;false;3;1845;856
27;911;916;false;8;3615;1094
30;911;916;false;1;810;621
24;911;914;false;23;9810;1566
6;911;912;false;0;480;577
9;911;912;false;6;2805;898
10;911;912;false;6;2950;945
14;911;912;false;2;1585;751
15;911;912;false;5;2695;899
22;911;912;false;3;1875;1011
23;911;912;false;1;895;608
29;911;912;false;3;1635;734
13;911;911;true;4;2215;840
17;911;911;true;0;600;626
mean;911;920,4;#DIV/0!;3,8333333333;2111,3333333333;846,5666666667
sd;0;8,911828637;#DIV/0!;4,2837570791;1718,68079589;260,5950330769
