Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;2690.0;2690.0;true;93;37600;1869
2;2690.0;2690.0;true;24;10000;1074
3;2690.0;2690.0;true;25;10400;1141
4;2690.0;2690.0;true;157;63200;2290
5;2690.0;2690.0;true;32;13200;1082
6;2690.0;2690.0;true;34;14000;1238
7;2690.0;2690.0;true;32;13200;1231
8;2690.0;2690.0;true;29;12000;1017
9;2690.0;2690.0;true;37;15200;1077
10;2690.0;2690.0;true;6;2800;569
11;2690.0;2690.0;true;174;70000;3252
12;2690.0;2690.0;true;23;9600;998
13;2690.0;2690.0;true;10;4400;676
14;2690.0;2690.0;true;19;8000;922
15;2690.0;2690.0;true;10;4400;928
16;2690.0;2690.0;true;30;12400;1046
17;2690.0;2690.0;true;28;11600;994
18;2690.0;2690.0;true;30;12400;1170
19;2690.0;2690.0;true;367;147200;4304
20;2690.0;2690.0;true;33;13600;1309
21;2690.0;2690.0;true;104;42000;1912
22;2690.0;2690.0;true;25;10400;1041
23;2690.0;2690.0;true;139;56000;2996
24;2690.0;2690.0;true;79;32000;1697
25;2690.0;2690.0;true;62;25200;1593
26;2690.0;2690.0;true;43;17600;1182
27;2690.0;2690.0;true;139;56000;2035
28;2690.0;2690.0;true;40;16400;1285
29;2690.0;2690.0;true;8;3600;895
30;2690.0;2690.0;true;109;44000;2102
