Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
10;268750;266871;false;2499;1000000;204956
24;268750;266852;false;2499;1000000;225943
1;268750;266799;false;2499;1000000;214002
27;268750;266520;false;2499;1000000;262642
14;268750;266477;false;2499;1000000;260705
21;268750;265943;false;2499;1000000;231055
5;268750;265681;false;2499;1000000;231951
23;268750;265631;false;2499;1000000;197805
4;268750;265563;false;2499;1000000;260424
29;268750;265519;false;2499;1000000;218523
18;268750;265441;false;2499;1000000;241433
12;268750;265434;false;2499;1000000;216126
16;268750;265294;false;2499;1000000;207997
11;268750;265170;false;2499;1000000;219265
20;268750;265164;false;2499;1000000;236644
17;268750;265029;false;2499;1000000;240264
13;268750;264968;false;2499;1000000;227244
19;268750;264834;false;2499;1000000;244411
3;268750;264744;false;2499;1000000;248481
8;268750;264695;false;2499;1000000;214060
25;268750;264656;false;2499;1000000;251908
15;268750;264603;false;2499;1000000;225312
2;268750;264510;false;2499;1000000;213799
26;268750;264451;false;2499;1000000;230206
9;268750;264414;false;2499;1000000;247933
7;268750;264371;false;2499;1000000;215742
28;268750;264347;false;2499;1000000;233056
30;268750;264150;false;2499;1000000;231017
6;268750;264120;false;2499;1000000;221378
22;268750;264111;false;2499;1000000;206189
mean;268750;265212,0667;#¡DIV/0!;2499;1000000;229349,0333
