Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
1;3279;3280;false;20;8779;1053
2;3279;3280;false;57;23542;3005
3;3279;3280;false;18;7981;1508
4;3279;3280;false;16;7183;1419
5;3279;3280;false;20;8779;1449
6;3279;3280;false;10;4789;760
7;3279;3280;false;29;12370;2016
8;3279;3280;false;4;2395;679
9;3279;3280;false;32;13567;1930
10;3279;3280;false;25;10774;1747
11;3279;3280;false;16;7183;1370
12;3279;3280;false;20;8779;1471
13;3279;3280;false;10;4789;1038
14;3279;3280;false;10;4789;903
15;3279;3280;false;91;37108;1876
16;3279;3280;false;1;1198;613
17;3279;3280;false;56;23143;1394
18;3279;3280;false;26;11173;1852
19;3279;3280;false;55;22744;2940
20;3279;3280;false;59;24340;1506
21;3279;3280;false;5;2794;796
22;3279;3280;false;63;25936;2246
23;3279;3280;false;38;15961;2272
24;3279;3280;false;28;11971;1834
25;3279;3280;false;13;5986;793
26;3279;3280;false;85;34714;2497
27;3279;3280;false;4;2395;842
28;3279;3280;false;9;4390;787
29;3279;3280;false;37;15562;2163
30;3279;3280;false;12;5587;915
mean;3279;3280;#DIV/0!;28,9666666667;12356,7;1522,4666666667
sd;0;0;#DIV/0!;24,0294120544;9587,7354096891;666,796134555
