Run 1
0, 100000000, 0, 1, 0, 20x20, Linear5, BinaryTournament, BinaryTournament, frs
36504.39999999992, 1.016825987621814, 128, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36504.49999999992, 1.0166955536092417, 129, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36509.49999999992, 1.0166738079133144, 130, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36558.49999999992, 1.0168321223333956, 131, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36568.49999999992, 1.0169919264988758, 132, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36910.799999999916, 1.0170367145373498, 133, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36912.799999999916, 1.0169095748766235, 134, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36949.799999999916, 1.0169287541553602, 135, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36957.799999999916, 1.0169233935973485, 136, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36964.799999999916, 1.0169390548474189, 137, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36990.799999999916, 1.0169325028768084, 138, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
36991.799999999916, 1.0168106863093491, 139, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37069.799999999916, 1.016961984217715, 140, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37072.799999999916, 1.0169487385113671, 141, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37087.799999999916, 1.0170734401644441, 142, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37087.899999999914, 1.0169540454779795, 143, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37087.99999999991, 1.016836309051049, 144, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37178.99999999991, 1.0169489112076326, 145, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37191.99999999991, 1.0169148206215983, 146, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37245.99999999991, 1.0169576800700815, 147, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37253.99999999991, 1.0170352583584363, 148, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
37253.99999999991, 1.0170352583584363, 148, 26, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
39930.49999999989, 1.0169209277654268, 149, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
39942.49999999989, 1.0170465885139648, 150, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
39987.49999999989, 1.0172168982824226, 151, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40445.79999999987, 1.017103629214775, 152, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40445.89999999987, 1.0169918407885348, 153, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40454.89999999987, 1.0170043019523272, 154, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40469.89999999987, 1.0170068525133287, 155, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40472.89999999987, 1.0168978342279869, 156, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40482.89999999987, 1.0169899488315046, 157, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40525.89999999987, 1.0169813092631483, 158, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40548.89999999987, 1.0169753568961044, 159, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40552.89999999987, 1.0169636005381453, 160, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40609.89999999987, 1.0170637497883295, 161, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40613.89999999987, 1.0170440267225909, 162, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40765.89999999987, 1.0170420979591728, 163, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40776.89999999987, 1.0171399947807298, 164, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40883.89999999987, 1.0172203111833091, 165, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40886.89999999987, 1.0171165743689519, 166, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40886.99999999987, 1.0170140799116527, 167, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40894.99999999987, 1.016986809584396, 168, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40910.99999999987, 1.0169655658105157, 169, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40944.99999999987, 1.0170100028209095, 170, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
40944.99999999987, 1.0170100028209095, 170, 29, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
48337.49999999983, 1.016994320039008, 171, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
48337.59999999983, 1.0168955158527346, 172, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
48351.59999999983, 1.0168618429905865, 173, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
48455.59999999983, 1.0169580473691677, 174, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
48455.69999999983, 1.0168611442413438, 175, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
48519.69999999983, 1.0169725414443862, 176, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49252.79999999983, 1.0171231648371226, 177, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49283.79999999983, 1.0171910375956903, 178, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49291.79999999983, 1.0171856085553437, 179, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49332.79999999983, 1.0172471855672938, 180, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49344.79999999983, 1.017265202039127, 181, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49349.79999999983, 1.0171703382916593, 182, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49349.89999999983, 1.017076511306459, 183, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49357.89999999983, 1.0170274168754854, 184, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49361.89999999983, 1.0170169678092538, 185, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49365.89999999983, 1.0170000411712399, 186, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49373.89999999983, 1.0170128259734448, 187, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49373.999999999825, 1.016922332218267, 188, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49530.999999999825, 1.0169933164179517, 189, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49535.999999999825, 1.0169566267089885, 190, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49636.999999999825, 1.0169742820758023, 191, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49660.999999999825, 1.0169778386353838, 192, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49661.999999999825, 1.0168898705595528, 193, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49719.999999999825, 1.017047204785402, 194, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49728.999999999825, 1.0171747117299592, 195, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
49728.999999999825, 1.0171747117299592, 195, 34, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
56027.999999999796, 1.0171747117299592, 195, 40, 520.0, 1x400, Linear5, DisSimilarityTournament, BinaryTournament, synchronous
