0;0,973445951938629200
1;0,978499352931976300
2;0,978499352931976300
3;0,978499352931976300
4;0,978499352931976300
5;0,983940541744232200
6;0,983940541744232200
7;0,983940541744232200
8;0,983940541744232200
9;0,983940541744232200
10;0,984347760677337600
11;0,984347760677337600
12;0,984347760677337600
13;0,984347760677337600
14;0,984347760677337600
15;0,984347760677337600
16;0,984347760677337600
17;0,984347760677337600
18;0,984347760677337600
19;0,984347760677337600
20;0,984347760677337600
21;0,984347760677337600
22;0,984347760677337600
23;0,984347760677337600
24;0,984347760677337600
