Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
8;12215;12297;false;238;95600;8000
26;12215;12297;false;192;77200;6547
2;12215;12283;false;934;374000;28393
3;12215;12283;false;624;250000;19438
5;12215;12283;false;103;41600;3891
7;12215;12283;false;245;98400;8001
10;12215;12283;false;116;46800;4297
15;12215;12283;false;199;80000;7484
17;12215;12283;false;99;40000;4281
20;12215;12283;false;672;269200;32783
21;12215;12283;false;181;72800;6203
22;12215;12283;false;533;213600;15704
23;12215;12283;false;247;99200;7875
24;12215;12283;false;503;201600;14610
29;12215;12283;false;238;95600;7829
30;12215;12283;false;69;28000;3015
28;12215;12262;false;216;86800;7063
4;12215;12204;false;999;400000;35409
9;12215;12204;false;999;400000;27501
12;12215;12204;false;999;400000;29142
16;12215;12204;false;999;400000;32658
18;12215;12204;false;999;400000;30174
19;12215;12204;false;999;400000;30407
13;12215;12104;false;999;400000;31830
25;12215;12100;false;999;400000;28049
1;12215;12066;false;999;400000;29057
27;12215;12030;false;999;400000;29408
11;12215;12010;false;999;400000;34455
14;12215;11999;false;999;400000;38111
6;12215;11936;false;999;400000;27798
mean;12215;12209,56667;#¡DIV/0!;613,2;245680;19647,1
sd;0;106,4679597;#¡DIV/0!;388,3133644;155325,3458;12205,75928
