Ejecucion;Optimo;Best;Hit;Generaciones;Evaluaciones;Tiempo
28;387276;379357;false;749;300000;264224
13;387276;378176;false;749;300000;184941
3;387276;378136;false;749;300000;277042
7;387276;378136;false;749;300000;194804
10;387276;378010;false;749;300000;237043
20;387276;377877;false;749;300000;190672
12;387276;377669;false;749;300000;240069
17;387276;377290;false;749;300000;240982
4;387276;377068;false;749;300000;223415
11;387276;376995;false;749;300000;233574
23;387276;376686;false;749;300000;201697
16;387276;376381;false;749;300000;223791
25;387276;376258;false;749;300000;205962
14;387276;375920;false;749;300000;140506
22;387276;375741;false;749;300000;159482
24;387276;375741;false;749;300000;165133
6;387276;375515;false;749;300000;203702
21;387276;375341;false;749;300000;207903
8;387276;375089;false;749;300000;227587
15;387276;375063;false;749;300000;191718
19;387276;374845;false;749;300000;197538
26;387276;374731;false;749;300000;226324
9;387276;374532;false;749;300000;176171
30;387276;374510;false;749;300000;154747
27;387276;374491;false;749;300000;209587
1;387276;374334;false;749;300000;152732
18;387276;374211;false;749;300000;204663
29;387276;373555;false;749;300000;229500
2;387276;373118;false;749;300000;215078
5;387276;372558;false;749;300000;232237
mean;387276;375911,133333333;#DIV/0!;749;300000;207094,133333333
sd;0;1701,3209621033;#DIV/0!;0;0;32658,3544771322
