0;361398.0;362161.0;false;2293;917600;435592
0;361398.0;357861.0;false;2499;1000000;310468
0;361398.0;353053.0;false;2499;1000000;290201
0;361398.0;361672.0;false;869;348000;119677
0;361398.0;353695.0;false;2499;1000000;326040
0;361398.0;362714.0;false;1455;582400;195951
0;361398.0;357104.0;false;2499;1000000;186342
0;361398.0;355830.0;false;2499;1000000;195486
0;361398.0;354009.0;false;2499;1000000;169248
0;361398.0;357259.0;false;2499;1000000;166398
0;361398.0;355406.0;false;2499;1000000;182423
0;361398.0;355834.0;false;2499;1000000;151896
0;361398.0;355277.0;false;2499;1000000;201936
0;361398.0;355569.0;false;2499;1000000;173385
0;361398.0;352955.0;false;2499;1000000;167278
0;361398.0;356054.0;false;2499;1000000;181887
0;361398.0;357699.0;false;2499;1000000;178323
0;361398.0;355939.0;false;2499;1000000;153459
0;361398.0;354465.0;false;2499;1000000;176957
0;361398.0;354940.0;false;2499;1000000;161802
0;361398.0;357096.0;false;2499;1000000;180878
0;361398.0;353869.0;false;2499;1000000;159223
0;361398.0;355697.0;false;2499;1000000;162364
0;361398.0;353660.0;false;2499;1000000;167442
0;361398.0;355963.0;false;2499;1000000;158639
0;361398.0;357469.0;false;2499;1000000;200133
0;361398.0;357179.0;false;4999;2000000;327324
0;361398.0;356117.0;false;4999;2000000;325372
0;361398.0;359117.0;false;4999;2000000;298602
0;361398.0;355987.0;false;7499;3000000;430094
0;361398.0;355223.0;false;7499;3000000;407619
0;361398.0;356205.0;false;7499;3000000;451256
0;361398.0;358355.0;false;7499;3000000;534645
0;361398.0;357036.0;false;7499;3000000;497609
